author,Contributing State,title,Publication Info, genre,Link to text
Laura D. F. Gordon,Illinois,"The Great Geysers of California, and How to Reach them","San Francisco: Bacon & Company, 1877.",Travel Narrative,https://hdl.handle.net/2027/nyp.33433066367750
Mrs. J. F. Willing,Illinois,The Only Way Out,"Boston: D. Lothrop & Company, 1881.","Novel, Religious Instruction",
Mrs. J. F. Willing,Illinois,Through the Dark to the Day: A Story of Discipline,"Cincinnati, 1868.","Novel, Religious Instruction ",
S. H. Stephenson,Illinois,"The Physiology of Woman, Embracing Girlhood, Maternity and Mature Age","Chicago: Fairbanks, Palmer & Company, 1883.",Textbook,https://hdl.handle.net/2027/uc1.31175035213944
"Alice B. Stockham, M. D.",Illinois,Tokology; a Book for Every Woman,"Chicago: Sanitary Publishing Company, 1885.",Textbook,https://hdl.handle.net/2027/dul1.ark:/13960/t58d4w60r
Mrs. Alice L. Williams,Illinois,"Treasures New and Old; or Many Thoughts for Many Hours, Selections in Prose and Poetry","Chicago: Belford, Clarke & Company, 1883.","Poetry, Essays",
L. Belle Van Nada,Indiana,Poems,"Indianapolis: Carlon & Hollenbeck, 1881.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t54f2d35c
Fanny Belle Irving,Indiana,Six Girls: A Home Story for Girls,"Boston: Estes and Lauriat, 1882.",Novel,https://hdl.handle.net/2027/hvd.hn2gbm
Mrs. Augustus Wilson,Kansas,"History of Trees, Plants and Flowers",,"Textbook, Scholary Work",
Sarah T. L. Robinson,Kansas,Kansas; its Interior and Exterior Life,"Boston: Crosby, Nichols and Company, 1856.",Scholarly Work,https://hdl.handle.net/2027/loc.ark:/13960/t7gq78313
Mrs. Augustus Wilson,Kansas,"Parson's Memorial and Historical Library Magazine, Containing Scenes and Incidents, etc. of the First National Cattlegrowers Convention","St. Louis: Becktold & Company, 1885.","Periodical, History",
Mary Humphrey,Kansas,"The Squatter Sovereign, or, Kansas in the 50's. A Life Picture of the Early Settlement of the Debatable Ground","Chicago: Coburn & Newman Publishing Company, 1883.",Novel,https://hdl.handle.net/2027/umn.31951002321119y
Alice Hawthorne,Kentucky,A Pocket of Letters ,,Pamphlet,
Mrs. Fannie Barbour Gray,Kentucky,"Day in and Day Out; or, Leaves from the Record of 1877","Louisville: S.L. Ewing & Company, 1879.",Memoir,https://hdl.handle.net/2027/uva.x030801736
"A. E. Wilson and I. M. Layburne, Anneliza Carruthers Wilson",Kentucky,Electra; A Magazine of Pure Literature,"Louisville: R.T. Durrett, ",Periodical ,https://hdl.handle.net/2027/chi.79249862
Alice Hawthorne,Kentucky,From Over the Ocean,,,
Virgina Penny,Kentucky,The Employments of Women: A Cyclopaedia of Woman's Work,"Boston: Walker, Wise & Company, 1863.","Reference, Advice Literature",https://hdl.handle.net/2027/miun.aeb1163.0001.001
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisana,"California. A Pleasure Trip from Gotham to the Goldern State (April, May, June, 1877.)","New York: G.W. Carleton & Company, 1877.","Memoir, Travel Narrative",https://hdl.handle.net/2027/uc2.ark:/13960/t6xw48d9b
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,Angel Dreams,,Stories,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,By the Seaside; A Child's Story,"New York: P. O'Shea, 1872.","Novel, Stories",https://hdl.handle.net/2027/uc1.31175035210130
Sister of Mercy,Louisana,Cottage Controversy,"New York: P. O'Shea, 1883.","Religious Instruction, History",
Transient,Louisana,Dolory ,,Pamphlet,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,"Four Days in the Life of Mary, Queen of Scots","New Orleans: T. Fitzwilliam & Company, 1883.","Drama, History, Biography",
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisana,"Frank Leslie's Popular Monthly (Volume XVIII -- July to December, 1884)","New York: Frank Leslie's Publishing House, 1884.",Periodical,https://hdl.handle.net/2027/msu.31293027972557
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisana,"Frank Leslie's Sunday Magazine (Volume XVI -- July to December, 1884)","New York: Frank Leslie's Publishing House, 1884.",Periodical,https://hdl.handle.net/2027/mdp.39015023936548
"Miss Leona A. Knight, the Bay Leaf",Louisana,Gems of Thought,,Poetry,
"E. C. A., Emily C. Agnew ",Louisana,Geraldine; A Tale of Conscience,"London: Booker and Dolman, 1871.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t02z1xk64
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,"Glimpses of Pleasant Homes; Or, Stories for the Young ","New York: Catholic Publication Society Company, 1869.",Stories,
Sisters of Mercy,Louisana,God in His Works: A Series of Reading Books for the Children of the Church,"Dublin: John Mullany, 1878.",Religious Instruction ,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,Happy Hours of Childhood: A Series of Tales for the Little Ones,1867,Stories,
Father C. Daniel,Louisana,History of Blessed Margaret Mary; A Religious of the Visitation of St. Mary; and of the Origin of Devotion to the Heart of Jesus,"New York: P. O'Shea, 1867","Biography, History",https://archive.org/details/HistoryOfBlessedMargaretMary
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisana,Illustrated Zeitung,,Periodical,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,"Leaves from the Annals of the Sisters of Mercy, Vol. 2: England and the Colonies","New York: Catholic Publication Society Company, 1885.","History, Biography, Memoir",https://archive.org/stream/leavesfromannals02sist#page/n5/mode/2up
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,Leaves from the Annals of the Sisters of Mercy; Volume 1; Ireland,"New York: Catholic Publication Society Company, 1884.","History, Biography, Memoir",https://hdl.handle.net/2027/uiug.30112064718247
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisana,Leslie's Chimney Corner,"New York: Frank Leslie's Publishing House (May 25, 1872).",Periodical,https://hdl.handle.net/2027/osu.32435074058819
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisiana,Leslie's Illustrated Newspaper,"New York: Frank Leslie's Publishing House, 1884.",Periodical,
M. W. J. ,Louisana,"Letters from a Mother to a Mother; on the Formation, Growth, and Care of the Teeth","Philadelphia: Welch Dental Company, 1885.",Textbook,https://archive.org/details/lettersfromamot00dentgoog
Jeanie Mort Walker,Louisana,"Life of Capt. Joespeh Fry, the Cuban Martyr; Being a Faithful Record of his Remarkable Career from Childhood to the Time of his Heroic Death at the Hands of Spanish Executioners; Recounting his Experience as an Officer in the U.S. and Confederate Navies, and Revealing much of the Inner History and Secret Marine Service of the Late Civil War in America","Hartford: The J.B. Burr Publishing Company, 1875.","Biography, History",https://hdl.handle.net/2027/hvd.hw2j5b
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,"The Life of St. Alphonsus Liguori, Bishop, Confessor, and Doctor of the Church, Founder of the Congregation of the Most Holy Redeemer","New York: P. O'Shea, 1886. (original 1874)","Biography, History",https://hdl.handle.net/2027/hvd.ah3v5z
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisana,"Life of the Venerable Clement Mary Hofbauer, C. SS. R.","New York: The Catholic Publication Society Company, 1877.","Biography, History",
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisiana,"Life of Catherine McAuley, Foundress and First Superior of the Institute of Religious Sisters of Mercy","New York: D. & J. Sadlier & Company, 1877.","Biography, History",https://hdl.handle.net/2027/uiug.30112072010421
Father Luis of Granada,Louisiana,Meditations and Contemplations on the Sacred Passion of our Lord Jesus Christ and on the Blessed Sacrament; with Instructions on Prayer,"New York: Catholic Publication Society Company, 1879.",Religious Instruction,https://books.google.com/books/about/Meditations_and_Contemplations_on_the_Sa.html?id=A5AiPAAACAAJ
"Sisters of Mercy, Limerick",Louisiana,,,,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisiana,Meditations and Considerations for a Three Days' Retreat,"New York: P. O'Shea, 1880.",Religious Instruction,
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisiana,Marie Antoinette,New Orleans: T. Fitzwilliam & Company. ,"Drama, History",
"Sister of Mercy, Austin Carroll, Mother Mary Teresa Austin Carroll",Louisiana,"Mary Beatrice and Her Step-Daughters; or, Discrowned and Crowned. An Historical Drama for Girls","New Orleans: T. Fitzwilliam & Company, 1882.","Drama, History",
Pearl Rivers ,Louisiana,Lyrics by Pearl Rivers,"Philadelphia: J.B. Lippincott & Company, 1873.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t6sx7gh9d
"Mrs. Frank Leslie, Miriam Florence Folline, Miriam Florence Leslie",Louisiana,"Frank Leslie's Pleasant Hours (Volumes 36 & 37, 1884)","New York: Frank Leslie's Publishing House, 1884.",Periodical,https://hdl.handle.net/2027/umn.31951000732946c
Sister of Mercy,Louisiana,"Regles et Constitution des Soeurs Religieuses de la Misericorde, Retreat St. Liguori",,,
"Sister of Mercy, Austin Carroll",Louisiana,"Sayings and Instructions of the Foundress of the Sisters of Mercy, Part II","New York: Catholic Publication Society Company, 1878.",Religious Instruction,
Fannie L. Armstrong,Louisiana,The Children of the Bible,"Nashville: Southern Methodist Publishing House, 1880.",Stories,https://hdl.handle.net/2027/hvd.ah5neu
Miss. M. C. Keller,Louisiana,"The Fair Enchantress; or, How she Won Men's Hearts","Philadelphia: T. B. Peterson & Brothers, 1883.",Novel,https://hdl.handle.net/2027/umn.31951002139558c
Jean-Baptiste Saint-Jure,Louisiana,"The Spiritual Man: Or, the Spiritual Life Reduced to its First Principles","New York: P. O'Shea, 1882.",Religious Instruction,https://archive.org/details/thespiritualman00sainuoft/page/n6
Jean-Baptiste Saint-Jure,Louisiana,A Treatise on the Knowledge and Love of our Lord Jesus Christ,"New York: P. O'Shea, 1875.",Religious Instruction,https://archive.org/details/atreatiseonkno02sainuoft/page/n9
"Sister of Mercy, Austin Carroll",Louisiana,"The Tudor Sisters, an Historical Drama","New Orleans: T. Fitzwilliam & Company, 1883.","History, Drama",
"E. C. A., Emily C. Agnew ",Louisiana,"The Triumphs of Duty; or, The Merchant Prince and His Heir","Boston: Patrick Donahoe, 1863.",Novel,https://hdl.handle.net/2027/uva.x030795366
Florence Burckett,Louisiana,Wildmoor; a Novel,"Philadelphia: J. B. Lippincott & Company, 1875.",Novel,https://hdl.handle.net/2027/hvd.hn1mcf
Sarah O. Jewett,Maine,A Country Doctor,"Boston: Houghton, Mifflin and Co., 1884.",Novel,https://hdl.handle.net/2027/pst.000000074278
Gail Hamilton,Maine,A New Atmosphere,"Boston: Ticknor & Fields, 1865.",Advice Literature,https://hdl.handle.net/2027/miun.aan1682.0001.001
Mrs. Lizzie E. Cotton,Maine,"Bee Keeping for Profit, a New System of Bee Management","n.p., 1880",Textbook,https://hdl.handle.net/2027/uc1.31175012519008
Blanche Willis Howard,Maine,Aunt Serena,"Boston: J.R. Osgood & Company, 1881.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t57d2qq67
H. P. Spofford; Harriet Elizabeth Prescott,Maine,Azarian: An Episode,"Boston: Ticknor and Fields, 1864.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t45q4sr8f
Abba Goold Woolson,Maine,"Browsing Among Books, and Other Essays","Boston: Roberts Brothers, 1881.",Essays,https://hdl.handle.net/2027/loc.ark:/13960/t7wm1wg5t
Sarah O. Jewett,Maine,Country By-Ways,"Boston: Houghton, Mifflin and Co., 1884.",Essays,https://hdl.handle.net/2027/loc.ark:/13960/t3bz6rr70
Gail Hamilton; Mary Abigail Dodge,Maine,Country Living and Country Thinking,"Boston: Ticknor and Fields, 1862.",Essays,https://hdl.handle.net/2027/umn.31951002023729i
Sarah O. Jewett,Maine,Deephaven,"Boston: Houghton, Mifflin and Co., 1894.",Stories,https://hdl.handle.net/2027/loc.ark:/13960/t2v419d8t
"Sophie May, Rebecca Sophia Clark",Maine,Dotty Dimple at Play,"Boston: Lee and Shepard, n.d.",Stories,http://www.gutenberg.org/ebooks/10320
"Sophie May, Rebecca Sophia Clark",Maine,Dotty Dimple's Flyaway,"Boston: Lee and Shepard, 1870.",Stories,https://hdl.handle.net/2027/uc2.ark:/13960/fk8mc8rz6g
"Sophie May, Rebecca Sophia Clark",Maine,Dotty Dimple at School,"Boston: Lee and Shepard, 1869.",Stories,https://hdl.handle.net/2027/hvd.hn5eld
"Sophie May, Rebecca Sophia Clark",Maine,Dotty Dimple at Home,"Boston: Lee and Shepard, 1870.",Stories,https://hdl.handle.net/2027/uc2.ark:/13960/fk3222rc8b
"
",Maine,Dotty Dimple at Her Grandmother's,"Boston: Lee and Shepard, 1870.",Stories,https://hdl.handle.net/2027/hvd.hn5eln
"Sophie May, Rebecca Sophia Clark",Maine,Dotty Dimple Out West,"Boston: Lee and Shepard, 1868.",Stories,https://hdl.handle.net/2027/hvd.hn5elf
Abba Goold Woolson,Maine,Dress-Reform: A Series of Lectures Delivered in Boston on Dress as it Affects the Heath of Women,"Boston: Roberts Brothers, 1874.",Essays,https://archive.org/details/dressreform00wool
Gail Hamilton; Mary Abigail Dodge,Maine,Gala-Days,"Boston : Ticknor & Fields, 1863.",Essays,https://hdl.handle.net/2027/osu.32435017835067
"Harriet P. Spofford, Harriet Elizabeth Prescott",Maine,Hester Stanley at St. Marks,"Boston: Roberts Brothers, 1883.",Novel,https://hdl.handle.net/2027/osu.32435001188721
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy's Captain Horace,"New York: Lee, Shepard and Dillingham, 1876.",Novel,https://hdl.handle.net/2027/mdp.39015078989640
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy's Sister Susy,"New York: Lee and Shepard, 1875.",Novel,https://hdl.handle.net/2027/mdp.39015078989632
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy's Cousin Grace," New York: Lee, Shepard and Dillingham, 1875. ",Novel,https://hdl.handle.net/2027/mdp.39015017965073
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy's Dotty Dimple,"Boston: Lee and Shepard, 1865.",Novel,https://hdl.handle.net/2027/mdp.39076002194178
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy's Fairy-Book,"Boston: Lothrop, Lee & Shepard Co., 1893.",Novel,https://hdl.handle.net/2027/wu.89097999452
"Sophie May, Rebecca Sophia Clark",Maine,Little Prudy,"Boston : Lee and Shepard, 1870.",Novel,https://hdl.handle.net/2027/nyp.33433082520770
Gail Hamilton; Mary Abigail Dodge,Maine,Nursery Noonings,"New York: Harper & Brothers, 1875.",Essays,https://hdl.handle.net/2027/wu.89098020761
Sarah O. Jewett,Maine,Old Friends and New,"Boston: Houghton, Mifflin and Co., 1887.",Stories,https://hdl.handle.net/2027/osu.32435017876046
Blanche Willis Howard,Maine,One Summer,"Boston: J.R. Osgood & Company, 1875.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t6d21st4f
Elizabeth Akers Allen; Elizabeth Akers,Maine,"Rock Me To Sleep, Mother","London: Low, Musical Bouquet Office, 1862. ",Poetry,https://hdl.handle.net/2027/uc2.ark:/13960/t3nv99n2r
Gail Hamilton; Mary Abigail Dodge,Maine,Summer Rest,"Boston: Ticknor & Fields, 1866.",Essays,https://hdl.handle.net/2027/hvd.32044077878361
Gail Hamilton; Mary Abigail Dodge,Maine,Skirmishes and Sketches,"Boston: Ticknor & Fields, 1866.","Essays, History",https://archive.org/details/skirmishesandsk00dodggoog
Gail Hamilton; Mary Abigail Dodge,Maine,Sermons to the Clergy,"Boston: William F. Gill, 1876.","Essays, Religious Instruction",https://hdl.handle.net/2027/njp.32101068151065
Gail Hamilton; Mary Abigail Dodge,Maine,Stumbling-Blocks,"Boston: Ticknor & Fields, 1865, c1864","Essays, Religious Instruction",https://hdl.handle.net/2027/wu.89098853542
"Sophie May, Rebecca Sophia Clark",Maine,The Doctor's Daughter,"Boston: Lee and Shepard, 1871.",Novel,https://hdl.handle.net/2027/hvd.hn1lvf
"Harriet P. Spofford, Harriet Elizabeth Prescott ",Maine,The Marquis of Carabas,"Boston: Roberts Brothers, 1882.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/fk75t3gf6q
"Harriet P. Spofford, Harriet Elizabeth Prescott ",Maine,The Thief in the Night,"Boston: Roberts Brothers, 1872.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/fk3610vz7j
Sarah O. Jewett,Maine,"The Mate Of the Daylight, and Friends Ashore","New York: Houghton, Mifflin and Co., 1884.",Stories,https://hdl.handle.net/2027/uc2.ark:/13960/t0vq2s75m
Gail Hamilton; Mary Abigail Dodge,Maine,Woman's Wrongs: A Counter-Irritant,"Boston: Ticknor & Fields, 1868.",Essays,https://hdl.handle.net/2027/miun.aen4911.0001.001
Gail Hamilton; Mary Abigail Dodge,Massachusetts,Wool-Gathering,"Boston: J.R. Osgood & Company, 1871.",Advice Literature,https://hdl.handle.net/2027/nnc1.1002184575
Julia R. Anagnos,Massachusetts,A Brief Account of the Most Celebrated Diamonds,"Boston: Howe Memorial Press, 1880.","Scholarly Work, Reference",https://archive.org/details/ABriefAccountOfTheMostCelebratedDiamonds
Miss Susan Hale,Massachusetts,A Family Flight over Egypt and Syria,"Boston: D. Lothrop & Co., 1882.",Novel,https://hdl.handle.net/2027/mdp.39015025903165
Miss Susan Hale,Massachusetts,A Family Flight around Home,"Boston: D. Lothrop & Co., 1884.",Novel,https://hdl.handle.net/2027/loc.ark:/13960/t81j9jd64
Miss Susan Hale,Massachusetts,A Family Flight through Spain,"Boston: D. Lothrop & Co., 1883.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t9k360r35
Miss Susan Hale,Massachusetts,"A Family Flight through France, Germany, Norway and Switzerland","Boston: Lothrop Publishing Co., 1882.",Novel,https://hdl.handle.net/2027/nyp.33433082475892
Virginia W. Johnson,Massachusetts,"A Foreign Marriage; or, Buying a Title","New York: Harper & Brothers, 1880.",Novel,https://archive.org/details/foreignmarriage00john
Caroline W. Horton,Massachusetts,A Fortunate Failure,"Boston: D. Lothrop & Co., 1882.",Novel,
"Clara Erskine Clement, Clara E. Clement
",Massachusetts,A Handbook of Legendary and Mythological Art,"New York: Hurd and Houghton, 1871.","Textbook, Reference",https://hdl.handle.net/2027/gri.ark:/13960/t9j41fh41
"Clara Erskine Clement, Clara E. Clement",Massachusetts,Artists of the Nineteenth Century and Their Works: A Handbook containing Two Thousand and Fifty Biographical Sketches,"Boston: Houghton, Mifflin and Co., 1879.","Textbook, Reference",https://hdl.handle.net/2027/coo1.ark:/13960/t7kp8kc0w
Frances C. Sparhawk; Frances Campbell Sparhawk,Massachusetts,A Lazy Man's Work: A Novel,"New York: J.W. Lovell, 1881.",Novel,https://hdl.handle.net/2027/nyp.33433112014224
By a Mother,Massachusetts,A Mother's Record,,,
Maud Howe; Maud Howe Elliot,Massachusetts,A Newport Aquarelle,"Boston: Roberts Brothers, 1883.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t9x05zz2n
